"author_location","author_name","business_id","business_name","created_date","language","rating","reactions/helpful","reactions/love_this","reactions/oh_no","reactions/thanks","review_id","text"
"Sacramento, CA","Tanaiya C.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2023-03-10T11:12:28-08:00","en","4","0","0","0","0","jdKJ4gLWp5kvFCVgvRrfwg","LOVE me some Fixins. Always good energy and good service when I come in. The atmosphere makes you feel at home and just enough options on the menu. I normally go with the fried chicken with Mac and cheese and greens. I have tried the oxtails which were also good and the chicken sandwich. Love the drink menu also if you are treating yourself. I ordered the gumbo for the first time after many visits and that's probably the only think I wouldn't recommend. Gave more of a gravy feel than a roux, couldn't find any chicken in my serving,  and I thought $7 for 4 shrimps was a bit much. BUT I will definitely be back. Check them out."
"San Mateo, CA","Arianna C.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2022-01-21T00:39:22-08:00","en","5","0","0","0","0","3975tvrir2-uDrRbuJAwmA","Just moved to the area, and this was the first place where I actually had good food. Everything was amazing. I had the 2 piece chicken meal with Mac n cheese and okra. It was fire! I had a sweet tea as well and it was so good. I wish I would have saved room for dessert. I'll definitely be back. 

The service was amazing. The staff was so kind and welcoming! Literally made you feel at home. They clearly care about customer satisfaction. I will definitely become a regular at this place !"
"Tracy, CA","Nikki L.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2023-04-15T16:44:10-07:00","en","5","1","1","0","1","6m-yUYuv3SHp0kVa9WQTFw","Never disappoints! Great food and atmosphere... food comes out hot and fast. Friendly staff... positive vibes"
"Los Angeles, CA","Qiana M.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2019-08-24T09:18:46-07:00","en","5","1","0","0","0","kILBqfLhJyrDVApfvmffUQ","Hitting up a new restaurant during its first few weeks is always a gamble. However, hitting up a soul food restaurant during its first few weeks is a serious crap shoot, but this visit paid off! 

Arriving around 7pm on a Friday night, we were greeted by a line at the door. After waiting about 7 minutes we were added 14th to Yelp waitlist and told it would be about an hour. We considered that was pretty good for every single seat being taken in the place and no one looking ready to bounce.

We decided to grab some drinks from the bar and hang out on the patio which currently serves as a holding area for diners. There are plenty of tables and chairs outside, and I have a feeling they will eventually start using that space for seating once everything gets worked out. Former Sac Mayor Kevin Johnson was walking around outside to make sure everyone had water or a drink while they waited. An older woman thought he might have forgotten her and called out, ""I want one (water), Kevin"" to which he replied, ""I come for you!"" Everyone seemed quite familiar and he made sure people felt welcomed. 

We ordered the Lavender Lemon Drop and it was perfect. The lavender was not overwhelming and mixed well with vodka. There was only one bartender and he was keeping up with the rush. 

Roughly an hour later, our time had come and we had plenty of time to review the menu. As soon as our waitress hit the table, we ordered! Fried chicken, catfish, fried deviled eggs, sweet potatoes, mac & cheese, red beans & rice, black eyed peas, and okra. The chicken came with a biscuit and the fish had hush puppies. 

The chicken and fish were seasoned for the gods! They were just right and not too salty. My friends ate every bit of it and one was tempted to order another 3 piece! My fish was good, but I would have liked a dipping sauce to come with it. I asked for ketchup, but it never arrived. It's their first couple of weeks so it's nothing to downgrade them about.

All the sides were delicious with the red beans being a table favorite. The Mac & cheese was good, but a bit dry. Probably baked a tad too long, but I'll order it again before making final judgements. The okra was ranked last , but we appreciated the effort. I mean, you throw bacon on something you're bound to make somebody happy.

Overall, this place is wonderful. Kevin Johnson did a wonderful job with his beautifully decorated Oak Park Restaurant. It resembles any new, trendy neighborhood spot, but it still incorporates elements from the culture. The restroom sign states, ""If you gotta go, go here!"" Along with other thoughtful design elements. I'm glad we got to check it out in the early stages and we can't wait to get back after the official grand opening on Aug 28th!"
"Elk Grove, CA","Amanda B.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2020-04-27T19:31:45-07:00","en","4","0","0","0","0","0GLoZLAvLmI_dmAhBnoLDA","UPDATE: the owner and manager reached out to me within 10 minutes after posting my review to make the situation right. I absolutely appreciate the speedy service as well as sending me a gift card to make it up to them. 




Day 34 of quarantine: so my fiancé and I decided to order food last night, and we had such a pleasant experience last time we ate there so we decided to have it again. Aside from DoorDash taking almost 25+ minutes to deliver, and we don't live that far from Fixins, the food came back cold as expected due to taking long to deliver. The only real complaint we have is that the first bite I took into my chicken sandwich I realized I had a full wing. So not only am I having to deal with the food being cold, now I have to deal with bones"
"El Dorado Hills, CA","Denice P.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2023-03-09T12:02:48-08:00","en","3","0","0","0","0","R3qlxHNUtptJ1nJyubnskA","Good service, clean, good soul food. I always order the deviled eggs and fried green tomatoes.  I'm a sucker for fried chicken sandwiches. I get that anywhere they sell them.  It's good but I've had better. Just keeping it 100. Def get the peach cobbler and banana pudding."
"Sacramento, CA","Abbie N.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2021-10-30T15:49:28-07:00","en","4","0","0","0","0","uapjo5A9tuFGAvk24HSrDw","I came here with my family and we started with the fried green tomatoes and fried deviled eggs. Both were really good and I highly recommend. We also ordered the fried chicken and waffles which were great. We also had their biscuit with grape jelly butter which was amazing! The butter was to die for paired with the biscuit. The fried chicken lives up to the hype. I ordered the fried catfish which was really good. I love the breading they use, it's so crispy. We also tried the shrimp gumbo which was okay. The sides we tried were red beans and rice, collard greens, & Mac and cheese. All were pretty good, my favorite was the beans & rice. Their drinks are also good we ordered the adult kool aid and hurricane, both great drinks and they were on the stronger side."
"Aurora, CO","Nic M.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2021-05-07T15:44:19-07:00","en","5","2","1","0","0","aWRRXltCTOrcu0GHzE-iUg","We traveled 200 miles to visit and it was well worth it.  Alejandra, our server was bubbly, helpful and attentive. 

We tied the fried chicken- it was crispy and very juicy. As crispy as the outside was, the inside was moist. 

Mac n cheese was cheesy with large noodles- perfect for absorbing flavor. 

Now, for the good stuff. The gumbo was better than E. Legassie. I've almost perfected my own Gumbo trying to imitate his recipe- Fixins is better . Emirel. please copy Fixins recipe- it is better than yours.  

We will be back!"
"Sacramento, CA","Sasha J.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2019-12-08T11:57:54-08:00","en","5","0","0","0","0","J_0wMJyg0JUp-CLSBy8Dfg","This was our first time here. We came at about 11am on a Sunday. There was no wait. Clean and cute place. Our waiter was Nate. He was super nice and attentive! The food was really good. 

We ordered the deep fried deviled eggs and cat fish nuggets for appetizers. Both were good, but the fish nuggets were bomb. The dipping sauces were really good. I don't know how, but there tarter is different then other places. It was bomb.

Hubby ordered the oxtails which came with one fixin (side) and she chose mac and cheese. The Mac and cheese was really good (though I always prefer homemade-however I would order this again). The oxtails were tender and tasty and came on a bed of rice.

I order chicken tan waffles. The 3 peice came with 2 waffles w/grape butter and 3 chicken pieces (we chose all  thighs).  The waffles were delish. I loved the grape butter and the syrup was pre warmed. The chicken was so crispy and the inside was super moist and tender. 

They left a water carafe for us so we never ran out of water. 

I will definitely come here again!"
"Sacramento, CA","Marisa J.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2021-04-07T02:38:29-07:00","en","1","4","1","0","0","TFTd-Lv1uKZ7tVthmDPnQQ","Authentic handmade soul food? I doubt it. I don't know if it's Sacramento's tastebuds but the only thing I can fully eat here are the sides and the drinks. 
I've ordered smothered pork chops which was hard to chew, a chicken sandwich which I assumed was a breast I don't know what part of the chicken it was but it was giant and undercooked. My yams I feel like I ate a bowl of oil I only received one or two potatoes. I don't know I returned several times hoping maybe it was just me or the day I came but it's every time so it's a no for me."
"Sacramento, CA","Lily L.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2023-05-22T20:33:20-07:00","en","4","1","1","0","1","gEITL-xqHL0Em9CQQOIGNg","Good for the soul 
A little pricy but the catfish is a great dish to share and to split the cost. 
Not a fan of sugary drinks like their homemade koolaids but they do have a huge selection at their bar. I love their collard greens, wish their okra is on the sweet and savory versus pickled in vinegar. 
Fried chicken is ok, for the price I rather get it at popeyes. Hush puppies are great. Corn bread is a bit dry. Oxtail is a bit too sweet, very decadent yet heavy. Service is great, we always get seated right away and some of their servers are always nice, to the point and approachable, hence why I rated them 4 stars, mainly for their excellent service. Food can be a bit cleaner as far as ingredients and pricing. Other then that this is my go-to when we have friends or family in town looking for some soul food and in our neighborhood."
"Oakland, CA","Tiffany B.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2022-04-05T15:41:28-07:00","en","4","0","0","0","0","mv8eIjuRB5q3Mwu_vivNKg","Ok so let me be honest. This is my second time going and service was great drinks great!! The food was AWESOME...... but I got the oxtails to go because I live in Oakland and didn't want to cook later. We went for brunch. Sat at the bar outside and Ansara was our bartender and server and she was EXCELLENT!! Food for brunch was wonderful. But when I got home and wanted to eat the oxtails it was a no for me . They were to sweet and the rice was over cooked. I did also get a order or catfish nuggets to go and they were good even the next day. I should've just got that. That's only reason why I gave a 4. Would've been a 5 if not for the oxtails. I will definitely be back and WILL ALWAYS SUPPORT."
"Clovis, CA","Lyn B.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2021-07-28T16:44:35-07:00","en","2","1","1","0","0","BIUv3TMgg-uMLC8dOwnDtA","Disappointed.  The first time we visited our food was delicious but today it is disgusting.  The fried catfish is greasy, mushy and undercooked.  The hush puppies are burned beyond edible and the sides (candied yams, greens and Mac n cheese) taste & appear several days old with no flavor in the yams. And nothing but salt in the greens. Spending $50 for 2 inedible plates- We will not return."
"CA, CA","Victoria B.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2023-05-28T19:20:02-07:00","en","5","1","1","0","1","hZE8sS5iGrIGu4QUGvjhdg","This is hands down my favorite restaurant in the Sacramento area. Everything I've ever eaten here is amazing. Today, we went as a family of 4 (including a rambunctious toddler) and had the best experience we've ever had dining out with kids. The kid's meals were reasonably priced and portioned. Our food came out quickly, and our waitress was friendly and attentive. 

Their greens are amazing, and I love their extensive list of cocktails! My husband demolished his chicken sandwich, and we were able to take leftovers from both kids' plates home to feed them for dinner. We'll definitely be back again soon!"
